survey_year,transition_advantage_pp,bus_risk_reduction_pp
2016,17.649362273439245,7.866123003737677
2017,4.211686001752103,20.353459633819455
2018,6.678589842742976,12.427113500822308
2022,6.05263157894737,10.136350964340934
